id,cluster,name,city
78,40,la cote basque,new york city
840,734,la cumbre,san francisco
204,104,la folie,san francisco
205,104,la folie,san francisco
807,701,la fonda latina,atlanta
729,623,la grenouille,new york city
167,85,la grotta,atlanta
168,85,la grotta,atlanta
509,402,la grotta at ravinia dunwoody rd.,atlanta
841,735,la mediterranee,san francisco
388,281,la reserve,new york
675,569,la salsa (la),malibu
676,570,la serenata de garibaldi,st. boyle hts.
842,736,la taqueria,san francisco
677,571,langer's,la
389,282,lanza restaurant,new york
390,283,lattanzi ristorante,new york
391,284,layla,new york
79,41,le bernardin,new york
80,41,le bernardin,new york city
598,491,le central,san francisco
392,285,le chantilly,new york
23,12,le chardonnay,los angeles
24,12,le chardonnay (los angeles),los angeles
251,144,le colonial,los angeles
393,286,le colonial,new york
252,145,le dome,los angeles
394,287,le gamin,new york
395,288,le jardin,new york
396,289,le madri,new york
397,290,le marais,new york
135,69,le montrachet,las vegas
136,69,le montrachet bistro,las vegas
398,291,le perigord,new york
399,292,le select,new york
599,492,le soleil,san francisco
730,624,lemongrass grill,brooklyn
81,42,les celebrites,new york
82,42,les celebrites,new york city
400,293,les halles,new york
83,43,lespinasse,new york
84,43,lespinasse (new york city),new york city
808,702,lettuce souprise you (at),duluth
549,442,lillie langtry's,las vegas
401,294,lincoln tavern,new york
510,403,little szechuan,atlanta
678,572,local nochol,westlake village
25,13,locanda veneta,los angeles
26,13,locanda veneta,los angeles
402,295,lola,new york
731,625,lombardi's,new york city
253,146,louise's trattoria,los angeles
511,404,lowcountry barbecue,atlanta
403,296,lucky strike,new york
206,105,lulu,san francisco
207,105,lulu restaurant-bis-cafe,san francisco
512,405,luna si,atlanta
85,44,lutece,new york
86,44,lutece,new york city
600,493,macarthur park,san francisco
404,297,mad fish,new york
768,662,madame ching's,las vegas
679,573,main course  the,rancho park
405,298,main street,new york
809,703,majestic,atlanta
513,406,mambo restaurante cubano,atlanta
550,443,mandarin court,las vegas
406,299,mangia e bevi,new york
407,300,manhattan cafe,new york
87,45,manhattan ocean club,new york
88,45,manhattan ocean club,new york city
680,574,mani's bakery & espresso bar,la
408,301,manila garden,new york
601,494,manora,san francisco
89,46,march,new york
90,46,march,new york city
551,444,margarita's mexican cantina,las vegas
409,302,marichu,new york
843,737,mario's bohemian cigar store cafe,san francisco
844,738,marnee thai,san francisco
732,626,marnie's noodle shop,new york city
410,303,marquet patisserie,new york
681,575,martha's,st. hermosa beach
169,86,mary mac's tea room,atlanta
170,86,mary mac's tea room,atlanta
552,445,mary's diner,las vegas
208,106,masa's,san francisco
209,106,masa's,san francisco
411,304,match,new york
27,14,matsuhisa,beverly hills
28,14,matsuhisa,beverly hills
412,305,matthew's,new york
413,306,mavalli palace,new york
682,576,maxwell's cafe,marina del rey
769,663,mayflower cuisinier,las vegas
602,495,maykadeh,san francisco
603,496,mccormick & kuleto's,san francisco
514,407,mckinnon's louisiane,atlanta
845,739,mel's drive-in,san francisco
733,627,menchanko-tei,new york city
91,47,mesa grill,new york
92,47,mesa grill,new york city
93,48,mi cocina,new york
94,48,mi cocina,new york city
515,408,mi spia dunwoody rd.,atlanta
770,664,michael's (las vegas),las vegas
683,577,michael's (los angeles),santa monica
211,107,mifune,san francisco
210,107,mifune japan center  kintetsu building,san francisco
553,446,mikado,las vegas
414,307,milan cafe and coffee bar,new york
604,497,millennium,san francisco
684,578,mishima,la
734,628,mitali east-west,new york city
685,579,mo better meatty meat,la
846,740,mo's burgers,san francisco
254,147,mon kee seafood restaurant,los angeles
415,308,monkey bar,new york
735,629,monsoon (ny),new york city
771,665,monte carlo,las vegas
416,309,montien,new york
95,49,montrachet,new york
96,49,montrachet,new york city
772,666,moongate,las vegas
605,498,moose's,san francisco
255,148,morton's,los angeles
417,310,morton's,new york
810,704,morton's of chicago (atlanta),atlanta
773,667,morton's of chicago (las vegas),las vegas
418,311,motown cafe,new york
736,630,moustache,brooklyn
686,580,mulberry st.,encino
811,705,my thai,atlanta
256,149,nate 'n' al's,los angeles
812,706,nava,atlanta
419,312,new york kom tang soot bul house,new york
420,313,new york noodletown,new york
421,314,newsbar,new york
516,409,nickiemoto's: a sushi bar,atlanta
774,668,nicky blair's,las vegas
257,150,nicola,los angeles
171,87,nikolai's roof,atlanta
172,87,nikolai's roof,atlanta
737,631,nobu,new york city
606,499,north india,san francisco
813,707,nuevo laredo cantina,atlanta
258,151,ocean avenue,santa monica
687,581,ocean park cafe,santa monica
688,582,ocean star,monterey park
97,50,oceana,new york
98,50,oceana,new york city
422,315,odeon,new york
738,632,one if by land  tibs,new york city
607,500,one market,san francisco
814,708,original pancake house (at),atlanta
689,583,original pantry bakery,la
608,501,oritalia,san francisco
259,152,orleans,los angeles
423,316,orso,new york
424,317,osteria al droge,new york
425,318,otabe,new york
739,633,oyster bar,new york city
260,153,pacific dining car,los angeles
609,502,pacific pan pacific hotel,san francisco
426,319,pacifica,new york
137,70,palace court,las vegas
138,70,palace court,las vegas
427,320,palio,new york
610,503,palio d'asti,san francisco
517,410,palisades,atlanta
740,634,palm,new york city
815,709,palm  the (atlanta),atlanta
30,15,palm  the (los angeles),w. hollywood
741,635,palm too,new york city
428,321,pamir,new york
554,447,pamplemousse,las vegas
611,504,pane e vino,san francisco
174,88,pano's & paul's,atlanta
173,88,pano's and paul's,atlanta
429,322,parioli romanissimo,new york
99,51,park avenue cafe,new york
100,51,park avenue cafe (new york city),new york city
690,584,parkway grill,pasadena
612,505,pastis,san francisco
31,16,patina,los angeles
430,323,patria,new york
742,636,patsy's pizza,brooklyn
261,154,paty's,toluca lake
431,324,peacock alley,new york
432,325,pen & pencil,new york
433,326,penang soho,new york
613,506,perry's,san francisco
434,327,persepolis,new york
743,637,peter luger steak house,brooklyn
101,52,petrossian,new york
102,52,petrossian,new york city
33,17,philippe the original,chinatown
32,17,philippe's the original,los angeles
847,741,phnom penh cambodian restaurant,san francisco
691,585,pho hoa,chinatown
103,53,picholine,new york
104,53,picholine,new york city
775,669,piero's restaurant,las vegas
692,586,pink's famous chili dogs,la
34,18,pinot bistro,los angeles
35,18,pinot bistro,studio city
262,155,pinot hollywood,los angeles
105,54,pisces,new york
106,54,pisces,new york city
435,328,planet hollywood,new york
518,411,pleasant peasant,atlanta
212,108,plumpjack cafe,san francisco
213,108,plumpjack cafe,san francisco
436,329,pomaire,new york
437,330,popover cafe,new york
693,587,poquito mas,burbank
438,331,post house,new york
263,156,posto,sherman oaks
214,109,postrio,san francisco
215,109,postrio,san francisco
264,157,prego,los angeles
519,412,pricci,atlanta
694,588,r-23,los angeles
520,413,r.j.'s uptown kitchen & wine bar,atlanta
614,507,r&g lounge,san francisco
695,589,rae's,santa monica
439,332,rain,new york
816,710,rainbow restaurant,decatur
107,55,rainbow room,new york
108,55,rainbow room,new york city
555,448,ralph's diner,las vegas
440,333,red tulip,new york
266,159,remi,santa monica
441,334,remi,new york
442,335,republic,new york
179,91,restaurant  ritz-carlton  atlanta,atlanta
267,160,restaurant horikawa,los angeles
19,10,restaurant katsu,los angeles
36,19,rex il ristorante,los angeles
37,19,rex il ristorante,los angeles
521,414,rib ranch,atlanta
817,711,ritz-carlton cafe (atlanta),atlanta
176,89,ritz-carlton cafe (buckhead),atlanta
178,90,ritz-carlton dining room (buckhead),atlanta
217,110,ritz-carlton dining room (san francisco),san francisco
180,91,ritz-carlton restaurant,atlanta
216,110,ritz-carlton restaurant and dining room,san francisco
109,56,river cafe,brooklyn
110,56,river cafe,brooklyn
818,712,riviera,atlanta
265,158,rj's the rib joint,los angeles
443,336,roettelle a. g,new york
848,742,roosevelt tamale parlor,san francisco
444,337,rosa mexicano,new york
268,161,roscoe's house of chicken 'n' waffles,los angeles
744,638,rose of india,new york city
218,111,rose pistola,san francisco
615,508,rubicon,san francisco
696,590,rubin's red hots,encino
697,591,ruby's (la),pasadena
616,509,rumpus,san francisco
698,592,russell's burgers,seal beach
445,338,ruth's chris,new york
699,593,ruth's chris steak house (los angeles),beverly hills
446,339,s.p.q.r,new york
522,415,sa tsu ki,atlanta
447,340,sal anthony's,new york
849,743,sally's cafe & bakery,san francisco
745,639,sam's noodle shop,new york city
448,341,sammy's roumanian steak house,new york
111,57,san domenico,new york
112,57,san domenico,new york city
850,744,san francisco bbq,san francisco
449,342,san pietro,new york
617,510,sanppo,san francisco
450,343,sant ambroeus,new york
746,640,sarabeth's,new york city
451,344,sarabeth's kitchen,new york
523,416,sato sushi and thai,atlanta
618,511,scala's bistro,san francisco
269,162,schatzi on main,los angeles
452,345,sea grill,new york
113,58,second avenue deli,new york
114,58,second avenue deli,new york city
140,71,second street grill,las vegas
139,71,second street grille,las vegas
453,346,serendipity,new york
115,59,seryna,new york
116,59,seryna,new york city
454,347,seventh regiment mess and bar,new york
455,348,sfuzzi,new york
456,349,shaan,new york
700,594,shiro,pasadena
118,60,shun lee palace,new york city
117,60,shun lee west,new york
119,61,sign of the dove,new york
120,61,sign of the dove,new york city
819,713,silver skillet  the,atlanta
851,745,slanted door,san francisco
121,62,smith & wollensky,new york
122,62,smith & wollensky,new york city
270,163,sofi,los angeles
457,350,sofia fabulous pizza,new york
820,714,soto,atlanta
524,417,south city kitchen,atlanta
525,418,south of france,atlanta
619,512,south park cafe,san francisco
38,20,spago,los angeles
776,670,spago (las vegas),las vegas
39,20,spago (los angeles),w. hollywood
747,641,sparks steak house,new york city
620,513,splendido embarcadero,san francisco
458,351,spring street natural restaurant & bar,new york
459,352,stage deli,new york
621,514,stars,san francisco
622,515,stars cafe,san francisco
141,72,steak house,las vegas
142,72,steak house  the,las vegas
777,671,steakhouse  the,las vegas
778,672,stefano's,las vegas
779,673,sterling brunch,las vegas
748,642,stick to your ribs,queens
460,353,stingray,new york
623,516,stoyanof's cafe,san francisco
624,517,straits cafe,san francisco
526,419,stringer's fish camp and oyster bar,atlanta
527,420,sundown cafe,atlanta
625,518,suppenkuche,san francisco
701,595,sushi nozawa,studio city
749,643,sushisay,new york city
852,746,swan oyster depot,san francisco
702,596,sweet lady jane,la
461,354,sweet'n'tart cafe,new york
271,164,swingers,los angeles
750,644,sylvia's,new york city
751,645,szechuan hunan cottage,new york city
752,646,szechuan kitchen,new york city
462,355,t salon,new york
626,519,tadich grill,san francisco
703,597,taiko,brentwood
463,356,tang pavillion,new york
464,357,tapika,new york
528,421,taste of new orleans,atlanta
123,63,tavern on the green,new york
124,63,tavern on the green,new york city
272,165,tavola calda,los angeles
465,358,teresa's,new york
753,647,teresa's,queens
466,359,terrace,new york
754,648,thai house cafe,new york city
755,649,thailand restaurant,new york city
556,449,the bacchanal,las vegas
467,360,the coffee pot,new york
627,520,the heights,san francisco
273,166,the mandarin,los angeles
29,15,the palm,los angeles
468,361,the savannah club,new york
821,715,thelma's kitchen,atlanta
853,747,thep phanom,san francisco
628,521,thepin,san francisco
854,748,ti couz,san francisco
143,73,tillerman,las vegas
144,73,tillerman  the,las vegas
274,167,tommy tang's,los angeles
704,598,tommy's,la
529,422,tomtom,atlanta
629,522,ton kiang,san francisco
822,716,tortillas,atlanta
181,92,toulouse,atlanta
182,92,toulouse,atlanta
275,168,tra di noi,los angeles
276,169,trader vic's,los angeles
469,362,trattoria dell'arte,new york
780,674,tre visi,las vegas
470,363,triangolo,new york
471,364,tribeca grill,new york
855,749,trio cafe,san francisco
472,365,trois jean,new york
473,366,tse yang,new york
856,750,tu lan,san francisco
474,367,turkish kitchen,new york
475,368,two two two,new york
705,599,uncle bill's pancake house,manhattan beach
125,64,uncle nick's,new york
126,64,uncle nick's,new york city
127,65,union square cafe,new york
128,65,union square cafe,new york city
40,21,valentino,santa monica
823,717,van gogh's restaurant & bar,roswell
824,718,veggieland,atlanta
557,450,venetian,las vegas
183,93,veni vidi vici,atlanta
476,369,veniero's pasticceria,new york
477,370,verbena,new york
630,523,vertigo,san francisco
756,650,veselka,new york city
857,751,vicolo pizzeria,san francisco
478,371,victor's cafe,new york
277,170,vida,los feliz
479,372,vince & eddie's,new york
129,66,virgil's,new york
130,66,virgil's real bbq,new york city
558,451,viva mercado's,las vegas
631,524,vivande porta via,san francisco
632,525,vivande ristorante,san francisco
480,373,vong,new york
858,752,wa-ha-ka oaxaca mexican grill,san francisco
481,374,water club,new york
706,600,water grill,los angeles
482,375,west,new york
278,171,west beach cafe,los angeles
757,651,westside cottage,new york city
825,719,white house restaurant,atlanta
758,652,windows on the world,new york city
759,653,wollensky's grill,new york city
633,526,world wrapps,san francisco
634,527,wu kong,san francisco
483,376,xunta,new york
760,654,yama,new york city
635,528,yank sing,san francisco
636,529,yaya cuisine,san francisco
559,452,yolie's,las vegas
637,530,yoyo tsumami bistro,san francisco
42,22,yujean kang's,pasadena
41,22,yujean kang's gourmet chinese cuisine,los angeles
826,720,zab-e-lee,college park
707,601,zankou chicken,glendale
761,655,zarela,new york city
638,531,zarzuela,san francisco
484,377,zen palate,new york
485,378,zoe,new york
639,532,zuni cafe & grill,san francisco
